Index,Dataset,Isoclass,Cell 1,Cell 2,Cell 3,Class 1,Class 2,Class 3,Spatial Domain 1,Spatial Domain 2,Spatial Domain 3,Brainmap Layer 1,Brainmap Layer 2,Brainmap Layer 3,Anatomical Class 1,Anatomical Class 2,Anatomical Class 3
974,Synapse 4,2,CEPVR,URBR,RICL,CEPV,URB,RIC,Anterior,Sublateral,Sublateral,1,3,3,SN1,IN2,IN2
975,Synapse 4,2,URBR,OLQVL,RICL,URB,OLQV,RIC,Sublateral,Anterior,Sublateral,3,1,3,IN2,SN1,IN2
976,Synapse 4,2,OLQDR,URBR,RICL,OLQD,URB,RIC,Anterior,Sublateral,Sublateral,1,3,3,SN1,IN2,IN2
977,Synapse 4,2,CEPDR,OLQDR,RICL,CEPD,OLQD,RIC,Sublateral,Anterior,Sublateral,1,1,3,SN1,SN1,IN2
978,Synapse 4,2,OLQDR,CEPVR,RICL,OLQD,CEPV,RIC,Anterior,Anterior,Sublateral,1,1,3,SN1,SN1,IN2
979,Synapse 4,2,OLQDR,OLQVL,RICL,OLQD,OLQV,RIC,Anterior,Anterior,Sublateral,1,1,3,SN1,SN1,IN2
980,Synapse 4,2,RICR,RICL,SMDDL,RIC,RIC,SMDD,Sublateral,Sublateral,Lateral,3,3,3,IN2,IN2,SMN
981,Synapse 4,2,OLLR,RICL,SMDDL,OLL,RIC,SMDD,Anterior,Sublateral,Lateral,1,3,3,SN1,IN2,SMN
982,Synapse 4,2,URYDR,RICL,SMDDL,URYD,RIC,SMDD,Anterior,Sublateral,Lateral,1,3,3,SN1,IN2,SMN
983,Synapse 4,2,SAAVR,RICL,SMDDL,SAAV,RIC,SMDD,Lateral,Sublateral,Lateral,3,3,3,IN2,IN2,SMN
984,Synapse 4,2,RMED,RICL,SMDDL,RMED,RIC,SMDD,Anterior,Sublateral,Lateral,3,3,3,HMN,IN2,SMN
985,Synapse 4,2,CEPDR,OLQVL,RICL,CEPD,OLQV,RIC,Sublateral,Anterior,Sublateral,1,1,3,SN1,SN1,IN2
986,Synapse 4,2,CEPVR,OLQVL,RICL,CEPV,OLQV,RIC,Anterior,Anterior,Sublateral,1,1,3,SN1,SN1,IN2
987,Synapse 4,2,CEPDR,CEPVR,RICL,CEPD,CEPV,RIC,Sublateral,Anterior,Sublateral,1,1,3,SN1,SN1,IN2
988,Synapse 4,2,OLLR,RICR,SMDVL,OLL,RIC,SMDV,Anterior,Sublateral,Lateral,1,3,3,SN1,IN2,SMN
989,Synapse 4,2,RIS,RICR,SMDVL,RIS,RIC,SMDV,Lateral,Sublateral,Lateral,3,3,3,IN3,IN2,SMN
990,Synapse 4,2,URYVR,RICR,SMDVL,URYV,RIC,SMDV,Anterior,Sublateral,Lateral,1,3,3,SN1,IN2,SMN
991,Synapse 4,2,RIVL,RICR,SMDVL,RIV,RIC,SMDV,Lateral,Sublateral,Lateral,3,3,3,HMN,IN2,SMN
992,Synapse 4,2,OLLR,RICR,SMDDL,OLL,RIC,SMDD,Anterior,Sublateral,Lateral,1,3,3,SN1,IN2,SMN
993,Synapse 4,2,URYDR,RICR,SMDDL,URYD,RIC,SMDD,Anterior,Sublateral,Lateral,1,3,3,SN1,IN2,SMN
994,Synapse 4,2,SAAVR,RICR,SMDDL,SAAV,RIC,SMDD,Lateral,Sublateral,Lateral,3,3,3,IN2,IN2,SMN
995,Synapse 4,2,RMED,RICR,SMDDL,RMED,RIC,SMDD,Anterior,Sublateral,Lateral,3,3,3,HMN,IN2,SMN
996,Synapse 4,2,URBL,OLQDL,RICR,URB,OLQD,RIC,Sublateral,Anterior,Sublateral,3,1,3,IN4,SN1,IN2
997,Synapse 4,2,RIFR,BDUR,AVJL,RIF,BDU,AVJ,Avoidance,Avoidance,Avoidance,3,2,2,IN3,IN3,IN2
998,Synapse 4,2,RIS,OLLR,SMDVL,RIS,OLL,SMDV,Lateral,Anterior,Lateral,3,1,3,IN3,SN1,SMN
999,Synapse 4,2,URYVR,OLLR,SMDVL,URYV,OLL,SMDV,Anterior,Anterior,Lateral,1,1,3,SN1,SN1,SMN
1000,Synapse 4,2,RIVL,OLLR,SMDVL,RIV,OLL,SMDV,Lateral,Anterior,Lateral,3,1,3,HMN,SN1,SMN
1001,Synapse 4,2,URYDR,OLLR,SMDDL,URYD,OLL,SMDD,Anterior,Anterior,Lateral,1,1,3,SN1,SN1,SMN
1002,Synapse 4,2,OLLR,SAAVR,SMDDL,OLL,SAAV,SMDD,Anterior,Lateral,Lateral,1,3,3,SN1,IN2,SMN
1003,Synapse 4,2,OLLR,RMED,SMDDL,OLL,RMED,SMDD,Anterior,Anterior,Lateral,1,3,3,SN1,HMN,SMN
1004,Synapse 4,2,RIS,URYVR,SMDVL,RIS,URYV,SMDV,Lateral,Anterior,Lateral,3,1,3,IN3,SN1,SMN
1005,Synapse 4,2,RIS,RIVL,SMDVL,RIS,RIV,SMDV,Lateral,Lateral,Lateral,3,3,3,IN3,HMN,SMN
1006,Synapse 4,2,RIS,RMFR,AVKL,RIS,RMF,AVK,Lateral,Lateral,Lateral,3,3,3,IN3,IN1,IN2
1007,Synapse 4,2,RIS,PVT,AVKL,RIS,PVT,AVK,Lateral,Lateral,Lateral,3,2,3,IN3,IN2,IN2
1008,Synapse 4,2,RIS,RMFL,AVKL,RIS,RMF,AVK,Lateral,Lateral,Lateral,3,3,3,IN3,IN1,IN2
1009,Synapse 4,2,RMGL,RMFL,RMDR,RMG,RMF,RMD,Sublateral,Lateral,Unclassified,3,3,3,IN1,IN1,HMN
1010,Synapse 4,2,RMGL,IL2L,RMDR,RMG,IL2,RMD,Sublateral,Anterior,Unclassified,3,1,3,IN1,SN1,HMN
1011,Synapse 4,2,RMGL,RMHL,RMDR,RMG,RMH,RMD,Sublateral,Sublateral,Unclassified,3,3,3,IN1,HMN,HMN
1012,Synapse 4,2,RMGL,URYVR,RMDVL,RMG,URYV,RMDV,Sublateral,Anterior,Anterior,3,1,3,IN1,SN1,HMN
1013,Synapse 4,2,RMGL,RIAR,RMDVL,RMG,RIA,RMDV,Sublateral,Anterior,Anterior,3,3,3,IN1,IN2,HMN
1014,Synapse 4,2,RMGL,IL1DL,RMDVL,RMG,IL1D,RMDV,Sublateral,Anterior,Anterior,3,1,3,IN1,SN1,HMN
1015,Synapse 4,2,RMGL,URYDL,RMDVL,RMG,URYD,RMDV,Sublateral,Anterior,Anterior,3,1,3,IN1,SN1,HMN
1016,Synapse 4,2,RMGL,IL1L,RMDVL,RMG,IL1,RMDV,Sublateral,Anterior,Anterior,3,1,3,IN1,SN1,HMN
1017,Synapse 4,2,RIVL,RMGL,RMDVL,RIV,RMG,RMDV,Lateral,Sublateral,Anterior,3,3,3,HMN,IN1,HMN
1018,Synapse 4,2,RMGL,IL1R,RMDVL,RMG,IL1,RMDV,Sublateral,Anterior,Anterior,3,1,3,IN1,SN1,HMN
1019,Synapse 4,2,RMGL,OLQVR,RMDVL,RMG,OLQV,RMDV,Sublateral,Anterior,Anterior,3,1,3,IN1,SN1,HMN
1020,Synapse 4,2,RIVL,URYVR,SMDVL,RIV,URYV,SMDV,Lateral,Anterior,Lateral,3,1,3,HMN,SN1,SMN
1021,Synapse 4,2,URYVR,RIAR,RMDVL,URYV,RIA,RMDV,Anterior,Anterior,Anterior,1,3,3,SN1,IN2,HMN
1022,Synapse 4,2,URYVR,IL1DL,RMDVL,URYV,IL1D,RMDV,Anterior,Anterior,Anterior,1,1,3,SN1,SN1,HMN
1023,Synapse 4,2,URYVR,URYDL,RMDVL,URYV,URYD,RMDV,Anterior,Anterior,Anterior,1,1,3,SN1,SN1,HMN
1024,Synapse 4,2,URYVR,IL1L,RMDVL,URYV,IL1,RMDV,Anterior,Anterior,Anterior,1,1,3,SN1,SN1,HMN
1025,Synapse 4,2,URYVR,RMDR,RMDVL,URYV,RMD,RMDV,Anterior,Unclassified,Anterior,1,3,3,SN1,HMN,HMN
1026,Synapse 4,2,RIVL,URYVR,RMDVL,RIV,URYV,RMDV,Lateral,Anterior,Anterior,3,1,3,HMN,SN1,HMN
1027,Synapse 4,2,URYVR,IL1R,RMDVL,URYV,IL1,RMDV,Anterior,Anterior,Anterior,1,1,3,SN1,SN1,HMN
1028,Synapse 4,2,URYVR,OLQVR,RMDVL,URYV,OLQV,RMDV,Anterior,Anterior,Anterior,1,1,3,SN1,SN1,HMN
1029,Synapse 4,2,URYDR,SAAVR,SMDDL,URYD,SAAV,SMDD,Anterior,Lateral,Lateral,1,3,3,SN1,IN2,SMN
1030,Synapse 4,2,URYDR,RMED,SMDDL,URYD,RMED,SMDD,Anterior,Anterior,Lateral,1,3,3,SN1,HMN,SMN
1031,Synapse 4,2,URYDR,RIAR,RMDDL,URYD,RIA,RMDD,Anterior,Anterior,Anterior,1,3,3,SN1,IN2,HMN
1032,Synapse 4,2,URYDR,IL1VL,RMDDL,URYD,IL1V,RMDD,Anterior,Anterior,Anterior,1,1,3,SN1,SN1,HMN
1033,Synapse 4,2,URYDR,IL1L,RMDDL,URYD,IL1,RMDD,Anterior,Anterior,Anterior,1,1,3,SN1,SN1,HMN
1034,Synapse 4,2,URYVL,URYDR,RMDDL,URYV,URYD,RMDD,Anterior,Anterior,Anterior,1,1,3,SN1,SN1,HMN
1035,Synapse 4,2,URYDR,OLQDR,RMDDL,URYD,OLQD,RMDD,Anterior,Anterior,Anterior,1,1,3,SN1,SN1,HMN
1036,Synapse 4,2,RMFR,RMFL,AVKL,RMF,RMF,AVK,Lateral,Lateral,Lateral,3,3,3,IN1,IN1,IN2
1037,Synapse 4,2,PVT,RMFR,AVKL,PVT,RMF,AVK,Lateral,Lateral,Lateral,2,3,3,IN2,IN1,IN2
1038,Synapse 4,2,RIVL,SAADR,AVKL,RIV,SAAD,AVK,Lateral,Lateral,Lateral,3,3,3,HMN,IN2,IN2
1039,Synapse 4,2,IL2L,RMFL,RMDR,IL2,RMF,RMD,Anterior,Lateral,Unclassified,1,3,3,SN1,IN1,HMN
1040,Synapse 4,2,RMFL,RMHL,RMDR,RMF,RMH,RMD,Lateral,Sublateral,Unclassified,3,3,3,IN1,HMN,HMN
1041,Synapse 4,2,RIAR,IL1VL,RMDDL,RIA,IL1V,RMDD,Anterior,Anterior,Anterior,3,1,3,IN2,SN1,HMN
1042,Synapse 4,2,RIAR,IL1L,RMDDL,RIA,IL1,RMDD,Anterior,Anterior,Anterior,3,1,3,IN2,SN1,HMN
1043,Synapse 4,2,URYVL,RIAR,RMDDL,URYV,RIA,RMDD,Anterior,Anterior,Anterior,1,3,3,SN1,IN2,HMN
1044,Synapse 4,2,OLQDR,RIAR,RMDDL,OLQD,RIA,RMDD,Anterior,Anterior,Anterior,1,3,3,SN1,IN2,HMN
1045,Synapse 4,2,RIAR,IL1DL,RMDVL,RIA,IL1D,RMDV,Anterior,Anterior,Anterior,3,1,3,IN2,SN1,HMN
1046,Synapse 4,2,URYDL,RIAR,RMDVL,URYD,RIA,RMDV,Anterior,Anterior,Anterior,1,3,3,SN1,IN2,HMN
1047,Synapse 4,2,RIAR,IL1L,RMDVL,RIA,IL1,RMDV,Anterior,Anterior,Anterior,3,1,3,IN2,SN1,HMN
1048,Synapse 4,2,RIAR,RMDR,RMDVL,RIA,RMD,RMDV,Anterior,Unclassified,Anterior,3,3,3,IN2,HMN,HMN
1049,Synapse 4,2,RIAR,IL1R,RMDVL,RIA,IL1,RMDV,Anterior,Anterior,Anterior,3,1,3,IN2,SN1,HMN
1050,Synapse 4,2,RIAR,OLQVR,RMDVL,RIA,OLQV,RMDV,Anterior,Anterior,Anterior,3,1,3,IN2,SN1,HMN
1051,Synapse 4,2,URYDL,OLQDL,RMDDR,URYD,OLQD,RMDD,Anterior,Anterior,Anterior,1,1,3,SN1,SN1,HMN
1052,Synapse 4,2,OLQVR,IL1DL,RMDVL,OLQV,IL1D,RMDV,Anterior,Anterior,Anterior,1,1,3,SN1,SN1,HMN
1053,Synapse 4,2,URYDL,OLQVR,RMDVL,URYD,OLQV,RMDV,Anterior,Anterior,Anterior,1,1,3,SN1,SN1,HMN
1054,Synapse 4,2,OLQVR,IL1L,RMDVL,OLQV,IL1,RMDV,Anterior,Anterior,Anterior,1,1,3,SN1,SN1,HMN
1055,Synapse 4,2,OLQVR,RMDR,RMDVL,OLQV,RMD,RMDV,Anterior,Unclassified,Anterior,1,3,3,SN1,HMN,HMN
1056,Synapse 4,2,RIVL,OLQVR,RMDVL,RIV,OLQV,RMDV,Lateral,Anterior,Anterior,3,1,3,HMN,SN1,HMN
1057,Synapse 4,2,OLQVR,IL1R,RMDVL,OLQV,IL1,RMDV,Anterior,Anterior,Anterior,1,1,3,SN1,SN1,HMN
1058,Synapse 4,2,IL1R,IL1DL,RMDVL,IL1,IL1D,RMDV,Anterior,Anterior,Anterior,1,1,3,SN1,SN1,HMN
1059,Synapse 4,2,URYDL,IL1R,RMDVL,URYD,IL1,RMDV,Anterior,Anterior,Anterior,1,1,3,SN1,SN1,HMN
1060,Synapse 4,2,IL1R,IL1L,RMDVL,IL1,IL1,RMDV,Anterior,Anterior,Anterior,1,1,3,SN1,SN1,HMN
1061,Synapse 4,2,IL1R,RMDR,RMDVL,IL1,RMD,RMDV,Anterior,Unclassified,Anterior,1,3,3,SN1,HMN,HMN
1062,Synapse 4,2,RIVL,IL1R,RMDVL,RIV,IL1,RMDV,Lateral,Anterior,Anterior,3,1,3,HMN,SN1,HMN
1063,Synapse 4,2,RIVL,IL1DL,RMDVL,RIV,IL1D,RMDV,Lateral,Anterior,Anterior,3,1,3,HMN,SN1,HMN
1064,Synapse 4,2,RIVL,URYDL,RMDVL,RIV,URYD,RMDV,Lateral,Anterior,Anterior,3,1,3,HMN,SN1,HMN
1065,Synapse 4,2,RIVL,IL1L,RMDVL,RIV,IL1,RMDV,Lateral,Anterior,Anterior,3,1,3,HMN,SN1,HMN
1066,Synapse 4,2,RIVL,RMDR,RMDVL,RIV,RMD,RMDV,Lateral,Unclassified,Anterior,3,3,3,HMN,HMN,HMN
1067,Synapse 4,2,IL1DL,RMDR,RMDVL,IL1D,RMD,RMDV,Anterior,Unclassified,Anterior,1,3,3,SN1,HMN,HMN
1068,Synapse 4,2,URYDL,RMDR,RMDVL,URYD,RMD,RMDV,Anterior,Unclassified,Anterior,1,3,3,SN1,HMN,HMN
1069,Synapse 4,2,IL1L,IL1DL,RMDVL,IL1,IL1D,RMDV,Anterior,Anterior,Anterior,1,1,3,SN1,SN1,HMN
1070,Synapse 4,2,URYDL,IL1L,RMDVL,URYD,IL1,RMDV,Anterior,Anterior,Anterior,1,1,3,SN1,SN1,HMN
1071,Synapse 4,2,URYDL,IL1DL,RMDVL,URYD,IL1D,RMDV,Anterior,Anterior,Anterior,1,1,3,SN1,SN1,HMN
1072,Synapse 4,2,URBL,IL2L,IL1L,URB,IL2,IL1,Sublateral,Anterior,Anterior,3,1,1,IN4,SN1,SN1
1073,Synapse 4,2,OLQDR,IL1VL,RMDDL,OLQD,IL1V,RMDD,Anterior,Anterior,Anterior,1,1,3,SN1,SN1,HMN
1074,Synapse 4,2,OLQDR,IL1L,RMDDL,OLQD,IL1,RMDD,Anterior,Anterior,Anterior,1,1,3,SN1,SN1,HMN
1075,Synapse 4,2,URYVL,OLQDR,RMDDL,URYV,OLQD,RMDD,Anterior,Anterior,Anterior,1,1,3,SN1,SN1,HMN
1076,Synapse 4,2,URYVL,IL1L,RMDDL,URYV,IL1,RMDD,Anterior,Anterior,Anterior,1,1,3,SN1,SN1,HMN
1077,Synapse 4,2,IL1L,IL1VL,RMDDL,IL1,IL1V,RMDD,Anterior,Anterior,Anterior,1,1,3,SN1,SN1,HMN
1078,Synapse 4,2,IL2VL,URYVL,IL1VL,IL2V,URYV,IL1V,Anterior,Anterior,Anterior,1,1,1,SN1,SN1,SN1
1079,Synapse 4,2,IL1L,OLQVL,RMDVR,IL1,OLQV,RMDV,Anterior,Anterior,Anterior,1,1,3,SN1,SN1,HMN
1080,Synapse 4,2,URYVL,OLQVL,RMDVR,URYV,OLQV,RMDV,Anterior,Anterior,Anterior,1,1,3,SN1,SN1,HMN
1081,Synapse 4,2,URYVL,IL1L,RMDVR,URYV,IL1,RMDV,Anterior,Anterior,Anterior,1,1,3,SN1,SN1,HMN
1082,Synapse 4,2,IL2L,RMHL,RMDR,IL2,RMH,RMD,Anterior,Sublateral,Unclassified,1,3,3,SN1,HMN,HMN
1083,Synapse 4,2,IL2VL,IL2VR,RMEL,IL2V,IL2V,RME,Anterior,Anterior,Anterior,1,1,3,SN1,SN1,HMN
1084,Synapse 4,2,IL2VL,URAVR,RMEL,IL2V,URAV,RME,Anterior,Anterior,Anterior,1,2,3,SN1,HMN,HMN
1085,Synapse 4,2,URAVR,IL2VR,RMEL,URAV,IL2V,RME,Anterior,Anterior,Anterior,2,1,3,HMN,SN1,HMN
1086,Synapse 4,2,RMED,SAAVR,SMDDL,RMED,SAAV,SMDD,Anterior,Lateral,Lateral,3,3,3,HMN,IN2,SMN
1087,Synapse 4,4,ASHL,ADAL,AVJR,ASH,ADA,AVJ,Avoidance,Avoidance,Avoidance,1,3,2,SN5,IN3,IN2
1088,Synapse 4,4,ASHL,ADAL,AVBR,ASH,ADA,AVB,Avoidance,Avoidance,Avoidance,1,3,3,SN5,IN3,IN1
1089,Synapse 4,4,ASHL,ADAL,RIML,ASH,ADA,RIM,Avoidance,Avoidance,Lateral,1,3,3,SN5,IN3,IN1
1090,Synapse 4,4,ASHL,ADAL,RIPL,ASH,ADA,RIP,Avoidance,Avoidance,Anterior,1,3,2,SN5,IN3,IN1
1091,Synapse 4,4,ASHL,ADAL,AIBR,ASH,ADA,AIB,Avoidance,Avoidance,Taxis,1,3,3,SN5,IN3,IN2
1092,Synapse 4,4,ADAL,AIBR,SMDDL,ADA,AIB,SMDD,Avoidance,Taxis,Lateral,3,3,3,IN3,IN2,SMN
1093,Synapse 4,4,ADAL,AIBR,SMDVL,ADA,AIB,SMDV,Avoidance,Taxis,Lateral,3,3,3,IN3,IN2,SMN
1094,Synapse 4,4,ADAL,RIML,RMDL,ADA,RIM,RMD,Avoidance,Lateral,Unclassified,3,3,3,IN3,IN1,HMN
1095,Synapse 4,4,ADAL,RIML,SMDDR,ADA,RIM,SMDD,Avoidance,Lateral,Lateral,3,3,3,IN3,IN1,SMN
1096,Synapse 4,4,ADAL,RIML,RIBL,ADA,RIM,RIB,Avoidance,Lateral,Taxis,3,3,3,IN3,IN1,IN2
1097,Synapse 4,4,ADAL,RIML,RMDR,ADA,RIM,RMD,Avoidance,Lateral,Unclassified,3,3,3,IN3,IN1,HMN
1098,Synapse 4,4,ADAL,RIML,SMDVL,ADA,RIM,SMDV,Avoidance,Lateral,Lateral,3,3,3,IN3,IN1,SMN
1099,Synapse 4,4,ADAL,AVJR,PVCL,ADA,AVJ,PVC,Avoidance,Avoidance,Avoidance,3,2,3,IN3,IN2,IN1
1100,Synapse 4,4,RIFL,AVJR,PVCL,RIF,AVJ,PVC,Avoidance,Avoidance,Avoidance,3,2,3,IN3,IN2,IN1
1101,Synapse 4,4,BDUL,AVJR,PVCL,BDU,AVJ,PVC,Avoidance,Avoidance,Avoidance,2,2,3,IN3,IN2,IN1
1102,Synapse 4,4,AVJR,PVCL,AVBR,AVJ,PVC,AVB,Avoidance,Avoidance,Avoidance,2,3,3,IN2,IN1,IN1
1103,Synapse 4,4,AVJR,PVCL,AVDR,AVJ,PVC,AVD,Avoidance,Avoidance,Avoidance,2,3,3,IN2,IN1,IN2
1104,Synapse 4,4,AVJR,PVCL,AVER,AVJ,PVC,AVE,Avoidance,Avoidance,Anterior,2,3,3,IN2,IN1,IN1
1105,Synapse 4,4,BDUL,AVJR,AVBL,BDU,AVJ,AVB,Avoidance,Avoidance,Avoidance,2,2,3,IN3,IN2,IN1
1106,Synapse 4,4,AVM,BDUL,AVJR,AVM,BDU,AVJ,Avoidance,Avoidance,Avoidance,1,2,2,SN3,IN3,IN2
1107,Synapse 4,4,RIFL,AVJR,AIAL,RIF,AVJ,AIA,Avoidance,Avoidance,Taxis,3,2,2,IN3,IN2,IN3
1108,Synapse 4,4,ADAR,AVJL,AVBR,ADA,AVJ,AVB,Avoidance,Avoidance,Avoidance,3,2,3,IN3,IN2,IN1
1109,Synapse 4,4,RIFR,AVJL,AVBR,RIF,AVJ,AVB,Avoidance,Avoidance,Avoidance,3,2,3,IN3,IN2,IN1
1110,Synapse 4,4,BDUR,AVJL,AVBR,BDU,AVJ,AVB,Avoidance,Avoidance,Avoidance,2,2,3,IN3,IN2,IN1
1111,Synapse 4,4,AQR,PVPL,AVBR,AQR,PVP,AVB,Avoidance,Avoidance,Avoidance,1,3,3,SN4,IN3,IN1
1112,Synapse 4,4,ALML,PVCL,AVBR,ALM,PVC,AVB,Avoidance,Avoidance,Avoidance,1,3,3,SN3,IN1,IN1
1113,Synapse 4,4,AQR,PVCL,AVBR,AQR,PVC,AVB,Avoidance,Avoidance,Avoidance,1,3,3,SN4,IN1,IN1
1114,Synapse 4,4,AVM,PVCL,AVBR,AVM,PVC,AVB,Avoidance,Avoidance,Avoidance,1,3,3,SN3,IN1,IN1
1115,Synapse 4,4,RIFL,AVBR,AIAL,RIF,AVB,AIA,Avoidance,Avoidance,Taxis,3,3,2,IN3,IN1,IN3
1116,Synapse 4,4,AIZL,RIML,AVBR,AIZ,RIM,AVB,Taxis,Lateral,Avoidance,3,3,3,IN3,IN1,IN1
1117,Synapse 4,4,RIML,AVBR,AIBL,RIM,AVB,AIB,Lateral,Avoidance,Taxis,3,3,3,IN1,IN1,IN2
1118,Synapse 4,4,SAADL,RIML,AVBR,SAAD,RIM,AVB,Lateral,Lateral,Avoidance,3,3,3,IN2,IN1,IN1
1119,Synapse 4,4,RIS,RIML,AVBR,RIS,RIM,AVB,Lateral,Lateral,Avoidance,3,3,3,IN3,IN1,IN1
1120,Synapse 4,4,RIML,AVKL,AVBR,RIM,AVK,AVB,Lateral,Lateral,Avoidance,3,3,3,IN1,IN2,IN1
1121,Synapse 4,4,SAADR,RIML,AVBR,SAAD,RIM,AVB,Lateral,Lateral,Avoidance,3,3,3,IN2,IN1,IN1
1122,Synapse 4,4,AVKR,RIML,AVBR,AVK,RIM,AVB,Lateral,Lateral,Avoidance,3,3,3,IN2,IN1,IN1
1123,Synapse 4,4,AVKR,RIML,AVBL,AVK,RIM,AVB,Lateral,Lateral,Avoidance,3,3,3,IN2,IN1,IN1
1124,Synapse 4,4,AVKR,RIML,RMDL,AVK,RIM,RMD,Lateral,Lateral,Unclassified,3,3,3,IN2,IN1,HMN
1125,Synapse 4,4,AVKR,RIML,SMDDR,AVK,RIM,SMDD,Lateral,Lateral,Lateral,3,3,3,IN2,IN1,SMN
1126,Synapse 4,4,AVKR,RIML,RIBL,AVK,RIM,RIB,Lateral,Lateral,Taxis,3,3,3,IN2,IN1,IN2
1127,Synapse 4,4,AVKR,RIML,RMDR,AVK,RIM,RMD,Lateral,Lateral,Unclassified,3,3,3,IN2,IN1,HMN
1128,Synapse 4,4,AVKR,RIML,SMDVL,AVK,RIM,SMDV,Lateral,Lateral,Lateral,3,3,3,IN2,IN1,SMN
1129,Synapse 4,4,AVKR,RIML,RIGL,AVK,RIM,RIG,Lateral,Lateral,Lateral,3,3,3,IN2,IN1,IN2
1130,Synapse 4,4,RMFL,AVKR,RIML,RMF,AVK,RIM,Lateral,Lateral,Lateral,3,3,3,IN1,IN2,IN1
1131,Synapse 4,4,AIZL,RIML,SMDVL,AIZ,RIM,SMDV,Taxis,Lateral,Lateral,3,3,3,IN3,IN1,SMN
1132,Synapse 4,4,RIML,SMDVL,AIBL,RIM,SMDV,AIB,Lateral,Lateral,Taxis,3,3,3,IN1,SMN,IN2
1133,Synapse 4,4,RIFL,RIML,SMDVL,RIF,RIM,SMDV,Avoidance,Lateral,Lateral,3,3,3,IN3,IN1,SMN
1134,Synapse 4,4,SAADL,RIML,SMDVL,SAAD,RIM,SMDV,Lateral,Lateral,Lateral,3,3,3,IN2,IN1,SMN
1135,Synapse 4,4,RIML,AVKL,SMDVL,RIM,AVK,SMDV,Lateral,Lateral,Lateral,3,3,3,IN1,IN2,SMN
1136,Synapse 4,4,SAADR,RIML,SMDVL,SAAD,RIM,SMDV,Lateral,Lateral,Lateral,3,3,3,IN2,IN1,SMN
1137,Synapse 4,4,AIZL,RIML,RMDR,AIZ,RIM,RMD,Taxis,Lateral,Unclassified,3,3,3,IN3,IN1,HMN
1138,Synapse 4,4,RIML,RMDR,AIBL,RIM,RMD,AIB,Lateral,Unclassified,Taxis,3,3,3,IN1,HMN,IN2
1139,Synapse 4,4,RIFL,RIML,RMDR,RIF,RIM,RMD,Avoidance,Lateral,Unclassified,3,3,3,IN3,IN1,HMN
1140,Synapse 4,4,SAADL,RIML,RMDR,SAAD,RIM,RMD,Lateral,Lateral,Unclassified,3,3,3,IN2,IN1,HMN
1141,Synapse 4,4,RIS,RIML,RMDR,RIS,RIM,RMD,Lateral,Lateral,Unclassified,3,3,3,IN3,IN1,HMN
1142,Synapse 4,4,RIML,AVKL,RMDR,RIM,AVK,RMD,Lateral,Lateral,Unclassified,3,3,3,IN1,IN2,HMN
1143,Synapse 4,4,SAADR,RIML,RMDR,SAAD,RIM,RMD,Lateral,Lateral,Unclassified,3,3,3,IN2,IN1,HMN
1144,Synapse 4,4,RIML,RMDR,RMDVL,RIM,RMD,RMDV,Lateral,Unclassified,Anterior,3,3,3,IN1,HMN,HMN
1145,Synapse 4,4,SAADR,RIML,AVBL,SAAD,RIM,AVB,Lateral,Lateral,Avoidance,3,3,3,IN2,IN1,IN1
1146,Synapse 4,4,SAADR,RIML,RMDL,SAAD,RIM,RMD,Lateral,Lateral,Unclassified,3,3,3,IN2,IN1,HMN
1147,Synapse 4,4,SAADR,RIML,SMDDR,SAAD,RIM,SMDD,Lateral,Lateral,Lateral,3,3,3,IN2,IN1,SMN
1148,Synapse 4,4,SAADR,RIML,RIBL,SAAD,RIM,RIB,Lateral,Lateral,Taxis,3,3,3,IN2,IN1,IN2
1149,Synapse 4,4,RIVL,SAADR,RIML,RIV,SAAD,RIM,Lateral,Lateral,Lateral,3,3,3,HMN,IN2,IN1
1150,Synapse 4,4,RIML,AVKL,AVBL,RIM,AVK,AVB,Lateral,Lateral,Avoidance,3,3,3,IN1,IN2,IN1
1151,Synapse 4,4,RIML,AVKL,RMDL,RIM,AVK,RMD,Lateral,Lateral,Unclassified,3,3,3,IN1,IN2,HMN
1152,Synapse 4,4,RIML,AVKL,SMDDR,RIM,AVK,SMDD,Lateral,Lateral,Lateral,3,3,3,IN1,IN2,SMN
1153,Synapse 4,4,RIML,AVKL,RIBL,RIM,AVK,RIB,Lateral,Lateral,Taxis,3,3,3,IN1,IN2,IN2
1154,Synapse 4,4,RIGR,RIML,AVKL,RIG,RIM,AVK,Lateral,Lateral,Lateral,3,3,3,IN2,IN1,IN2
1155,Synapse 4,4,RMFR,RIML,AVKL,RMF,RIM,AVK,Lateral,Lateral,Lateral,3,3,3,IN1,IN1,IN2
1156,Synapse 4,4,PVT,RIML,AVKL,PVT,RIM,AVK,Lateral,Lateral,Lateral,2,3,3,IN2,IN1,IN2
1157,Synapse 4,4,RMFL,RIML,AVKL,RMF,RIM,AVK,Lateral,Lateral,Lateral,3,3,3,IN1,IN1,IN2
1158,Synapse 4,4,RIS,RIML,AVBL,RIS,RIM,AVB,Lateral,Lateral,Avoidance,3,3,3,IN3,IN1,IN1
1159,Synapse 4,4,RIS,RIML,SMDDR,RIS,RIM,SMDD,Lateral,Lateral,Lateral,3,3,3,IN3,IN1,SMN
1160,Synapse 4,4,AIZL,RIML,RIBL,AIZ,RIM,RIB,Taxis,Lateral,Taxis,3,3,3,IN3,IN1,IN2
